sliding_tackle,aggression,scaled_sliding_tackle,scaled_aggression
80,76,3.3658138196264584,4.492255162008667
28,68,1.1780348368692604,4.0193861975867025
34,66,1.4304708733412448,3.9011689564812113
79,76,3.3237411468811273,4.492255162008667
80,91,3.3658138196264584,5.378884470299852
32,79,1.3463255278505832,4.669581023666904
21,52,0.8835261276519453,3.0736482687427724
15,29,0.631090091179961,1.7141499960296231
37,62,1.556688891577237,3.6647344742702286
75,68,3.1554504558998047,4.0193861975867025
81,65,3.407886492371789,3.8420603359284655
79,84,3.3237411468811273,4.9651241264306325
39,64,1.6408342370678983,3.7829517153757197
13,32,0.5469447456892995,1.8914758576878599
76,74,3.1975231286451353,4.374037920903176
80,85,3.3658138196264584,5.024232746983378
81,76,3.407886492371789,4.492255162008667
31,53,1.3042528551052526,3.132756889295518
80,92,3.3658138196264584,5.437993090852597
12,88,0.5048720729439687,5.201558608641615
38,55,1.5987615643225677,3.2509741304010094
74,85,3.113377783154474,5.024232746983378
81,70,3.407886492371789,4.137603438692194
18,29,0.7573081094159531,1.7141499960296231
55,67,2.31399700099319,3.9602775770339567
73,85,3.0713051104091433,5.024232746983378
75,73,3.1554504558998047,4.31492930035043
81,75,3.407886492371789,4.433146541455922
11,33,0.462799400198638,1.9505844782406057
76,85,3.1975231286451353,5.024232746983378
79,75,3.3237411468811273,4.433146541455922
73,74,3.0713051104091433,4.374037920903176
19,30,0.7993807821612838,1.7732586165823687
66,94,2.7767964011918282,5.556210331958089
80,89,3.3658138196264584,5.26066722919436
57,78,2.3981423464838514,4.610472403114159
12,20,0.5048720729439687,1.1821724110549126
82,82,3.4499591651171198,4.846906885325141
79,83,3.3237411468811273,4.906015505877887
63,76,2.650578382955836,4.492255162008667
80,80,3.3658138196264584,4.72868964421965
70,45,2.945087092173151,2.659887924873553
79,74,3.3237411468811273,4.374037920903176
67,70,2.818869073937159,4.137603438692194
30,53,1.262180182359922,3.132756889295518
77,84,3.239595801390466,4.9651241264306325
76,68,3.1975231286451353,4.0193861975867025
15,51,0.631090091179961,3.0145396481900266
79,87,3.3237411468811273,5.142449988088869
